date,product_id,sku,transaction_type,quantity_change,stock_level_after,optimal_stock_level,days_of_supply,inventory_value,supplier,cost_per_unit,lost_sales,stockout_reason
2025-10-03,1,HEA00001,daily_snapshot,0,33,42.0,28.23880597014925,720.72,,,,
2025-10-04,1,HEA00001,daily_snapshot,-2,31,42.0,26.5273631840796,677.04,,,,
2025-10-05,1,HEA00001,daily_snapshot,-1,30,42.0,25.671641791044774,655.2,,,,
2025-10-06,1,HEA00001,daily_snapshot,0,30,42.0,25.671641791044774,655.2,,,,
2025-10-07,1,HEA00001,daily_snapshot,0,30,42.0,25.671641791044774,655.2,,,,
2025-10-08,1,HEA00001,daily_snapshot,0,30,42.0,25.671641791044774,655.2,,,,
2025-10-09,1,HEA00001,daily_snapshot,0,30,42.0,25.671641791044774,655.2,,,,
2025-10-10,1,HEA00001,daily_snapshot,0,30,42.0,25.671641791044774,655.2,,,,
2025-10-11,1,HEA00001,daily_snapshot,0,30,42.0,25.671641791044774,655.2,,,,
2025-10-12,1,HEA00001,daily_snapshot,-3,27,42.0,23.104477611940297,589.68,,,,
2025-10-13,1,HEA00001,daily_snapshot,0,27,42.0,23.104477611940297,589.68,,,,
2025-10-14,1,HEA00001,daily_snapshot,-3,24,42.0,20.53731343283582,524.16,,,,
2025-10-15,1,HEA00001,daily_snapshot,0,24,42.0,20.53731343283582,524.16,,,,
2025-10-16,1,HEA00001,daily_snapshot,-6,18,42.0,15.402985074626864,393.12,,,,
2025-10-17,1,HEA00001,daily_snapshot,-1,17,42.0,14.547263681592039,371.28,,,,
2025-10-18,1,HEA00001,daily_snapshot,0,17,42.0,14.547263681592039,371.28,,,,
2025-10-19,1,HEA00001,daily_snapshot,0,17,42.0,14.547263681592039,371.28,,,,
2025-10-20,1,HEA00001,daily_snapshot,0,17,42.0,14.547263681592039,371.28,,,,
2025-10-21,1,HEA00001,daily_snapshot,-1,16,42.0,13.691542288557214,349.44,,,,
2025-10-22,1,HEA00001,daily_snapshot,-7,9,42.0,7.701492537313432,196.56,,,,
2025-10-23,1,HEA00001,restock,47,56,,,,Premium Products Ltd,21.84,,
2025-10-23,1,HEA00001,daily_snapshot,-3,53,42.0,45.35323383084577,1157.52,,,,
2025-10-24,1,HEA00001,daily_snapshot,0,53,42.0,45.35323383084577,1157.52,,,,
2025-10-25,1,HEA00001,daily_snapshot,0,53,42.0,45.35323383084577,1157.52,,,,
2025-10-26,1,HEA00001,daily_snapshot,-3,50,42.0,42.78606965174129,1092.0,,,,
2025-10-27,1,HEA00001,daily_snapshot,-3,47,42.0,40.21890547263681,1026.48,,,,
2025-10-28,1,HEA00001,daily_snapshot,0,47,42.0,40.21890547263681,1026.48,,,,
2025-10-29,1,HEA00001,daily_snapshot,0,47,42.0,40.21890547263681,1026.48,,,,
2025-10-30,1,HEA00001,daily_snapshot,0,47,42.0,40.21890547263681,1026.48,,,,
2025-10-31,1,HEA00001,daily_snapshot,0,47,42.0,40.21890547263681,1026.48,,,,
2025-11-01,1,HEA00001,daily_snapshot,-2,45,42.0,38.50746268656716,982.8,,,,
2025-11-02,1,HEA00001,daily_snapshot,0,45,42.0,38.50746268656716,982.8,,,,
2025-11-03,1,HEA00001,daily_snapshot,0,45,42.0,38.50746268656716,982.8,,,,
2025-11-04,1,HEA00001,daily_snapshot,0,45,42.0,38.50746268656716,982.8,,,,
2025-11-05,1,HEA00001,daily_snapshot,-10,35,42.0,29.950248756218905,764.4,,,,
2025-11-06,1,HEA00001,daily_snapshot,-6,29,42.0,24.815920398009947,633.36,,,,
2025-11-07,1,HEA00001,daily_snapshot,0,29,42.0,24.815920398009947,633.36,,,,
2025-11-08,1,HEA00001,daily_snapshot,0,29,42.0,24.815920398009947,633.36,,,,
2025-11-09,1,HEA00001,daily_snapshot,-1,28,42.0,23.960199004975124,611.52,,,,
2025-11-10,1,HEA00001,daily_snapshot,0,28,42.0,23.960199004975124,611.52,,,,
2025-11-11,1,HEA00001,daily_snapshot,-6,22,42.0,18.82587064676617,480.48,,,,
2025-11-12,1,HEA00001,daily_snapshot,0,22,42.0,18.82587064676617,480.48,,,,
2025-11-13,1,HEA00001,daily_snapshot,-2,20,42.0,17.114427860696516,436.8,,,,
2025-11-14,1,HEA00001,daily_snapshot,-2,18,42.0,15.402985074626864,393.12,,,,
2025-11-15,1,HEA00001,daily_snapshot,0,18,42.0,15.402985074626864,393.12,,,,
2025-11-16,1,HEA00001,daily_snapshot,0,18,42.0,15.402985074626864,393.12,,,,
2025-11-17,1,HEA00001,daily_snapshot,0,18,42.0,15.402985074626864,393.12,,,,
2025-11-18,1,HEA00001,daily_snapshot,-2,16,42.0,13.691542288557214,349.44,,,,
2025-11-19,1,HEA00001,daily_snapshot,0,16,42.0,13.691542288557214,349.44,,,,
2025-11-20,1,HEA00001,daily_snapshot,0,16,42.0,13.691542288557214,349.44,,,,
2025-11-21,1,HEA00001,daily_snapshot,0,16,42.0,13.691542288557214,349.44,,,,
2025-11-22,1,HEA00001,daily_snapshot,0,16,42.0,13.691542288557214,349.44,,,,
2025-11-23,1,HEA00001,daily_snapshot,0,16,42.0,13.691542288557214,349.44,,,,
2025-11-24,1,HEA00001,daily_snapshot,-4,12,42.0,10.26865671641791,262.08,,,,
2025-11-25,1,HEA00001,restock,41,53,,,,Premium Products Ltd,21.84,,
2025-11-25,1,HEA00001,daily_snapshot,-1,52,42.0,44.49751243781094,1135.68,,,,
2025-11-26,1,HEA00001,daily_snapshot,0,52,42.0,44.49751243781094,1135.68,,,,
2025-11-27,1,HEA00001,daily_snapshot,-2,50,42.0,42.78606965174129,1092.0,,,,
2025-11-28,1,HEA00001,daily_snapshot,0,50,42.0,42.78606965174129,1092.0,,,,
2025-11-29,1,HEA00001,daily_snapshot,0,50,42.0,42.78606965174129,1092.0,,,,
2025-11-30,1,HEA00001,daily_snapshot,0,50,42.0,42.78606965174129,1092.0,,,,
2025-12-01,1,HEA00001,daily_snapshot,0,50,42.0,42.78606965174129,1092.0,,,,
2025-12-02,1,HEA00001,daily_snapshot,-7,43,42.0,36.79601990049751,939.12,,,,
2025-12-03,1,HEA00001,daily_snapshot,0,43,42.0,36.79601990049751,939.12,,,,
2025-12-04,1,HEA00001,daily_snapshot,0,43,42.0,36.79601990049751,939.12,,,,
2025-12-05,1,HEA00001,daily_snapshot,-2,41,42.0,35.08457711442786,895.4399999999999,,,,
2025-12-06,1,HEA00001,daily_snapshot,0,41,42.0,35.08457711442786,895.4399999999999,,,,
2025-12-07,1,HEA00001,daily_snapshot,0,41,42.0,35.08457711442786,895.4399999999999,,,,
2025-12-08,1,HEA00001,daily_snapshot,0,41,42.0,35.08457711442786,895.4399999999999,,,,
2025-12-09,1,HEA00001,daily_snapshot,0,41,42.0,35.08457711442786,895.4399999999999,,,,
2025-12-10,1,HEA00001,daily_snapshot,0,41,42.0,35.08457711442786,895.4399999999999,,,,
2025-12-11,1,HEA00001,daily_snapshot,-2,39,42.0,33.373134328358205,851.76,,,,
2025-12-12,1,HEA00001,daily_snapshot,0,39,42.0,33.373134328358205,851.76,,,,
2025-12-13,1,HEA00001,daily_snapshot,-1,38,42.0,32.51741293532338,829.92,,,,
2025-12-14,1,HEA00001,daily_snapshot,-6,32,42.0,27.383084577114428,698.88,,,,
2025-12-15,1,HEA00001,daily_snapshot,-5,27,42.0,23.104477611940297,589.68,,,,
2025-12-16,1,HEA00001,daily_snapshot,-1,26,42.0,22.24875621890547,567.84,,,,
2025-12-17,1,HEA00001,daily_snapshot,0,26,42.0,22.24875621890547,567.84,,,,
2025-12-18,1,HEA00001,daily_snapshot,0,26,42.0,22.24875621890547,567.84,,,,
2025-12-19,1,HEA00001,daily_snapshot,0,26,42.0,22.24875621890547,567.84,,,,
2025-12-20,1,HEA00001,daily_snapshot,-5,21,42.0,17.970149253731343,458.64,,,,
2025-12-21,1,HEA00001,daily_snapshot,-5,16,42.0,13.691542288557214,349.44,,,,
2025-12-22,1,HEA00001,daily_snapshot,0,16,42.0,13.691542288557214,349.44,,,,
2025-12-23,1,HEA00001,daily_snapshot,0,16,42.0,13.691542288557214,349.44,,,,
2025-12-24,1,HEA00001,daily_snapshot,0,16,42.0,13.691542288557214,349.44,,,,
2025-12-25,1,HEA00001,daily_snapshot,-2,14,42.0,11.980099502487562,305.76,,,,
2025-12-26,1,HEA00001,daily_snapshot,-2,12,42.0,10.26865671641791,262.08,,,,
2025-12-27,1,HEA00001,restock,46,58,,,,Premium Products Ltd,21.84,,
2025-12-27,1,HEA00001,daily_snapshot,0,58,42.0,49.631840796019894,1266.72,,,,
2025-12-28,1,HEA00001,daily_snapshot,0,58,42.0,49.631840796019894,1266.72,,,,
2025-12-29,1,HEA00001,daily_snapshot,-5,53,42.0,45.35323383084577,1157.52,,,,
2025-12-30,1,HEA00001,daily_snapshot,-1,52,42.0,44.49751243781094,1135.68,,,,
2025-12-31,1,HEA00001,daily_snapshot,-4,48,42.0,41.07462686567164,1048.32,,,,
2026-01-01,1,HEA00001,daily_snapshot,-4,44,42.0,37.65174129353234,960.96,,,,
2026-01-02,1,HEA00001,daily_snapshot,0,44,42.0,37.65174129353234,960.96,,,,
2026-01-03,1,HEA00001,daily_snapshot,0,44,42.0,37.65174129353234,960.96,,,,
2026-01-04,1,HEA00001,daily_snapshot,0,44,42.0,37.65174129353234,960.96,,,,
2026-01-05,1,HEA00001,daily_snapshot,0,44,42.0,37.65174129353234,960.96,,,,
2026-01-06,1,HEA00001,daily_snapshot,0,44,42.0,37.65174129353234,960.96,,,,
2026-01-07,1,HEA00001,daily_snapshot,-9,35,42.0,29.950248756218905,764.4,,,,
2026-01-08,1,HEA00001,daily_snapshot,0,35,42.0,29.950248756218905,764.4,,,,
2026-01-09,1,HEA00001,daily_snapshot,-2,33,42.0,28.23880597014925,720.72,,,,
2026-01-10,1,HEA00001,daily_snapshot,0,33,42.0,28.23880597014925,720.72,,,,
2026-01-11,1,HEA00001,daily_snapshot,0,33,42.0,28.23880597014925,720.72,,,,
2026-01-12,1,HEA00001,daily_snapshot,0,33,42.0,28.23880597014925,720.72,,,,
2026-01-13,1,HEA00001,daily_snapshot,0,33,42.0,28.23880597014925,720.72,,,,
2026-01-14,1,HEA00001,daily_snapshot,0,33,42.0,28.23880597014925,720.72,,,,
2026-01-15,1,HEA00001,daily_snapshot,-1,32,42.0,27.383084577114428,698.88,,,,
2026-01-16,1,HEA00001,daily_snapshot,0,32,42.0,27.383084577114428,698.88,,,,
2026-01-17,1,HEA00001,daily_snapshot,0,32,42.0,27.383084577114428,698.88,,,,
2026-01-18,1,HEA00001,daily_snapshot,-2,30,42.0,25.671641791044774,655.2,,,,
2026-01-19,1,HEA00001,daily_snapshot,0,30,42.0,25.671641791044774,655.2,,,,
2026-01-20,1,HEA00001,daily_snapshot,0,30,42.0,25.671641791044774,655.2,,,,
2026-01-21,1,HEA00001,daily_snapshot,0,30,42.0,25.671641791044774,655.2,,,,
2026-01-22,1,HEA00001,daily_snapshot,0,30,42.0,25.671641791044774,655.2,,,,
2026-01-23,1,HEA00001,daily_snapshot,0,30,42.0,25.671641791044774,655.2,,,,
2026-01-24,1,HEA00001,daily_snapshot,-3,27,42.0,23.104477611940297,589.68,,,,
2026-01-25,1,HEA00001,daily_snapshot,0,27,42.0,23.104477611940297,589.68,,,,
2026-01-26,1,HEA00001,daily_snapshot,0,27,42.0,23.104477611940297,589.68,,,,
2026-01-27,1,HEA00001,daily_snapshot,-1,26,42.0,22.24875621890547,567.84,,,,
2026-01-28,1,HEA00001,daily_snapshot,0,26,42.0,22.24875621890547,567.84,,,,
2026-01-29,1,HEA00001,daily_snapshot,0,26,42.0,22.24875621890547,567.84,,,,
2026-01-30,1,HEA00001,daily_snapshot,-2,24,42.0,20.53731343283582,524.16,,,,
2026-01-31,1,HEA00001,daily_snapshot,-3,21,42.0,17.970149253731343,458.64,,,,
2026-02-01,1,HEA00001,daily_snapshot,0,21,42.0,17.970149253731343,458.64,,,,
2026-02-02,1,HEA00001,daily_snapshot,0,21,42.0,17.970149253731343,458.64,,,,
2026-02-03,1,HEA00001,daily_snapshot,-1,20,42.0,17.114427860696516,436.8,,,,
2026-02-04,1,HEA00001,daily_snapshot,0,20,42.0,17.114427860696516,436.8,,,,
2026-02-05,1,HEA00001,daily_snapshot,0,20,42.0,17.114427860696516,436.8,,,,
2026-02-06,1,HEA00001,daily_snapshot,0,20,42.0,17.114427860696516,436.8,,,,
2026-02-07,1,HEA00001,daily_snapshot,0,20,42.0,17.114427860696516,436.8,,,,
2026-02-08,1,HEA00001,daily_snapshot,-1,19,42.0,16.25870646766169,414.96,,,,
2026-02-09,1,HEA00001,daily_snapshot,0,19,42.0,16.25870646766169,414.96,,,,
2026-02-10,1,HEA00001,daily_snapshot,-1,18,42.0,15.402985074626864,393.12,,,,
2026-02-11,1,HEA00001,daily_snapshot,-5,13,42.0,11.124378109452735,283.92,,,,
2026-02-12,1,HEA00001,daily_snapshot,0,13,42.0,11.124378109452735,283.92,,,,
2026-02-13,1,HEA00001,daily_snapshot,-1,12,42.0,10.26865671641791,262.08,,,,
2026-02-14,1,HEA00001,restock,40,52,,,,Premium Products Ltd,21.84,,
2026-02-14,1,HEA00001,daily_snapshot,0,52,42.0,44.49751243781094,1135.68,,,,
2026-02-15,1,HEA00001,daily_snapshot,0,52,42.0,44.49751243781094,1135.68,,,,
2026-02-16,1,HEA00001,daily_snapshot,0,52,42.0,44.49751243781094,1135.68,,,,
2026-02-17,1,HEA00001,daily_snapshot,0,52,42.0,44.49751243781094,1135.68,,,,
2026-02-18,1,HEA00001,daily_snapshot,0,52,42.0,44.49751243781094,1135.68,,,,
2026-02-19,1,HEA00001,daily_snapshot,0,52,42.0,44.49751243781094,1135.68,,,,
2026-02-20,1,HEA00001,daily_snapshot,0,52,42.0,44.49751243781094,1135.68,,,,
2025-08-25,2,BOO00002,daily_snapshot,0,71,54.0,59.78947368421053,705.74,,,,
2025-08-26,2,BOO00002,daily_snapshot,0,71,54.0,59.78947368421053,705.74,,,,
2025-08-27,2,BOO00002,daily_snapshot,-1,70,54.0,58.94736842105263,695.8,,,,
2025-08-28,2,BOO00002,daily_snapshot,0,70,54.0,58.94736842105263,695.8,,,,
2025-08-29,2,BOO00002,daily_snapshot,0,70,54.0,58.94736842105263,695.8,,,,
2025-08-30,2,BOO00002,daily_snapshot,-3,67,54.0,56.421052631578945,665.98,,,,
2025-08-31,2,BOO00002,daily_snapshot,0,67,54.0,56.421052631578945,665.98,,,,
2025-09-01,2,BOO00002,daily_snapshot,-1,66,54.0,55.578947368421055,656.04,,,,
2025-09-02,2,BOO00002,daily_snapshot,0,66,54.0,55.578947368421055,656.04,,,,
2025-09-03,2,BOO00002,daily_snapshot,-1,65,54.0,54.73684210526316,646.1,,,,
2025-09-04,2,BOO00002,daily_snapshot,-1,64,54.0,53.89473684210526,636.16,,,,
2025-09-05,2,BOO00002,daily_snapshot,0,64,54.0,53.89473684210526,636.16,,,,
2025-09-06,2,BOO00002,daily_snapshot,0,64,54.0,53.89473684210526,636.16,,,,
2025-09-07,2,BOO00002,daily_snapshot,0,64,54.0,53.89473684210526,636.16,,,,
2025-09-08,2,BOO00002,daily_snapshot,0,64,54.0,53.89473684210526,636.16,,,,
2025-09-09,2,BOO00002,daily_snapshot,0,64,54.0,53.89473684210526,636.16,,,,
2025-09-10,2,BOO00002,daily_snapshot,-1,63,54.0,53.05263157894737,626.2199999999999,,,,
2025-09-11,2,BOO00002,daily_snapshot,0,63,54.0,53.05263157894737,626.2199999999999,,,,
2025-09-12,2,BOO00002,daily_snapshot,-5,58,54.0,48.8421052631579,576.52,,,,
2025-09-13,2,BOO00002,daily_snapshot,-1,57,54.0,48.0,566.5799999999999,,,,
2025-09-14,2,BOO00002,daily_snapshot,0,57,54.0,48.0,566.5799999999999,,,,
2025-09-15,2,BOO00002,daily_snapshot,0,57,54.0,48.0,566.5799999999999,,,,
2025-09-16,2,BOO00002,daily_snapshot,-1,56,54.0,47.1578947368421,556.64,,,,
2025-09-17,2,BOO00002,daily_snapshot,-1,55,54.0,46.31578947368421,546.6999999999999,,,,
2025-09-18,2,BOO00002,daily_snapshot,0,55,54.0,46.31578947368421,546.6999999999999,,,,
2025-09-19,2,BOO00002,daily_snapshot,0,55,54.0,46.31578947368421,546.6999999999999,,,,
2025-09-20,2,BOO00002,daily_snapshot,-12,43,54.0,36.21052631578947,427.41999999999996,,,,
2025-09-21,2,BOO00002,daily_snapshot,0,43,54.0,36.21052631578947,427.41999999999996,,,,
2025-09-22,2,BOO00002,daily_snapshot,0,43,54.0,36.21052631578947,427.41999999999996,,,,
2025-09-23,2,BOO00002,daily_snapshot,0,43,54.0,36.21052631578947,427.41999999999996,,,,
2025-09-24,2,BOO00002,daily_snapshot,0,43,54.0,36.21052631578947,427.41999999999996,,,,
2025-09-25,2,BOO00002,daily_snapshot,0,43,54.0,36.21052631578947,427.41999999999996,,,,
2025-09-26,2,BOO00002,daily_snapshot,-1,42,54.0,35.36842105263158,417.47999999999996,,,,
2025-09-27,2,BOO00002,daily_snapshot,-2,40,54.0,33.68421052631579,397.59999999999997,,,,
2025-09-28,2,BOO00002,daily_snapshot,-2,38,54.0,32.0,377.71999999999997,,,,
2025-09-29,2,BOO00002,daily_snapshot,0,38,54.0,32.0,377.71999999999997,,,,
2025-09-30,2,BOO00002,daily_snapshot,-5,33,54.0,27.789473684210527,328.02,,,,
2025-10-01,2,BOO00002,daily_snapshot,0,33,54.0,27.789473684210527,328.02,,,,
2025-10-02,2,BOO00002,daily_snapshot,-1,32,54.0,26.94736842105263,318.08,,,,
2025-10-03,2,BOO00002,daily_snapshot,-1,31,54.0,26.105263157894736,308.14,,,,
2025-10-04,2,BOO00002,daily_snapshot,-1,30,54.0,25.263157894736842,298.2,,,,
2025-10-05,2,BOO00002,daily_snapshot,-1,29,54.0,24.42105263157895,288.26,,,,
2025-10-06,2,BOO00002,daily_snapshot,-24,5,54.0,4.2105263157894735,49.699999999999996,,,,
2025-10-07,2,BOO00002,restock,44,49,,,,Global Supplies Inc,9.94,,
2025-10-07,2,BOO00002,daily_snapshot,0,49,54.0,41.26315789473684,487.06,,,,
2025-10-08,2,BOO00002,daily_snapshot,-2,47,54.0,39.578947368421055,467.17999999999995,,,,
2025-10-09,2,BOO00002,daily_snapshot,0,47,54.0,39.578947368421055,467.17999999999995,,,,
2025-10-10,2,BOO00002,daily_snapshot,0,47,54.0,39.578947368421055,467.17999999999995,,,,
2025-10-11,2,BOO00002,daily_snapshot,0,47,54.0,39.578947368421055,467.17999999999995,,,,
2025-10-12,2,BOO00002,daily_snapshot,0,47,54.0,39.578947368421055,467.17999999999995,,,,
2025-10-13,2,BOO00002,daily_snapshot,0,47,54.0,39.578947368421055,467.17999999999995,,,,
2025-10-14,2,BOO00002,daily_snapshot,0,47,54.0,39.578947368421055,467.17999999999995,,,,
2025-10-15,2,BOO00002,daily_snapshot,0,47,54.0,39.578947368421055,467.17999999999995,,,,
2025-10-16,2,BOO00002,daily_snapshot,-2,45,54.0,37.89473684210526,447.29999999999995,,,,
2025-10-17,2,BOO00002,daily_snapshot,0,45,54.0,37.89473684210526,447.29999999999995,,,,
2025-10-18,2,BOO00002,daily_snapshot,-10,35,54.0,29.473684210526315,347.9,,,,
2025-10-19,2,BOO00002,daily_snapshot,0,35,54.0,29.473684210526315,347.9,,,,
2025-10-20,2,BOO00002,daily_snapshot,0,35,54.0,29.473684210526315,347.9,,,,
2025-10-21,2,BOO00002,daily_snapshot,0,35,54.0,29.473684210526315,347.9,,,,
2025-10-22,2,BOO00002,daily_snapshot,-11,24,54.0,20.210526315789473,238.56,,,,
2025-10-23,2,BOO00002,daily_snapshot,0,24,54.0,20.210526315789473,238.56,,,,
2025-10-24,2,BOO00002,daily_snapshot,0,24,54.0,20.210526315789473,238.56,,,,
2025-10-25,2,BOO00002,daily_snapshot,0,24,54.0,20.210526315789473,238.56,,,,
2025-10-26,2,BOO00002,daily_snapshot,0,24,54.0,20.210526315789473,238.56,,,,
2025-10-27,2,BOO00002,daily_snapshot,0,24,54.0,20.210526315789473,238.56,,,,
2025-10-28,2,BOO00002,daily_snapshot,0,24,54.0,20.210526315789473,238.56,,,,
2025-10-29,2,BOO00002,daily_snapshot,0,24,54.0,20.210526315789473,238.56,,,,
2025-10-30,2,BOO00002,daily_snapshot,0,24,54.0,20.210526315789473,238.56,,,,
2025-10-31,2,BOO00002,daily_snapshot,0,24,54.0,20.210526315789473,238.56,,,,
2025-11-01,2,BOO00002,daily_snapshot,0,24,54.0,20.210526315789473,238.56,,,,
2025-11-02,2,BOO00002,daily_snapshot,0,24,54.0,20.210526315789473,238.56,,,,
2025-11-03,2,BOO00002,daily_snapshot,-1,23,54.0,19.36842105263158,228.61999999999998,,,,
2025-11-04,2,BOO00002,daily_snapshot,0,23,54.0,19.36842105263158,228.61999999999998,,,,
2025-11-05,2,BOO00002,daily_snapshot,0,23,54.0,19.36842105263158,228.61999999999998,,,,
2025-11-06,2,BOO00002,daily_snapshot,-7,16,54.0,13.473684210526315,159.04,,,,
2025-11-07,2,BOO00002,restock,62,78,,,,Global Supplies Inc,9.94,,
2025-11-07,2,BOO00002,daily_snapshot,0,78,54.0,65.6842105263158,775.3199999999999,,,,
2025-11-08,2,BOO00002,daily_snapshot,-7,71,54.0,59.78947368421053,705.74,,,,
2025-11-09,2,BOO00002,daily_snapshot,0,71,54.0,59.78947368421053,705.74,,,,
2025-11-10,2,BOO00002,daily_snapshot,-6,65,54.0,54.73684210526316,646.1,,,,
2025-11-11,2,BOO00002,daily_snapshot,0,65,54.0,54.73684210526316,646.1,,,,
2025-11-12,2,BOO00002,daily_snapshot,-3,62,54.0,52.21052631578947,616.28,,,,
2025-11-13,2,BOO00002,daily_snapshot,-2,60,54.0,50.526315789473685,596.4,,,,
2025-11-14,2,BOO00002,daily_snapshot,0,60,54.0,50.526315789473685,596.4,,,,
2025-11-15,2,BOO00002,daily_snapshot,-2,58,54.0,48.8421052631579,576.52,,,,
2025-11-16,2,BOO00002,daily_snapshot,0,58,54.0,48.8421052631579,576.52,,,,
2025-11-17,2,BOO00002,daily_snapshot,0,58,54.0,48.8421052631579,576.52,,,,
2025-11-18,2,BOO00002,daily_snapshot,-8,50,54.0,42.10526315789474,497.0,,,,
2025-11-19,2,BOO00002,daily_snapshot,0,50,54.0,42.10526315789474,497.0,,,,
2025-11-20,2,BOO00002,daily_snapshot,0,50,54.0,42.10526315789474,497.0,,,,
2025-11-21,2,BOO00002,daily_snapshot,0,50,54.0,42.10526315789474,497.0,,,,
2025-11-22,2,BOO00002,daily_snapshot,0,50,54.0,42.10526315789474,497.0,,,,
2025-11-23,2,BOO00002,daily_snapshot,0,50,54.0,42.10526315789474,497.0,,,,
2025-11-24,2,BOO00002,daily_snapshot,-8,42,54.0,35.36842105263158,417.47999999999996,,,,
2025-11-25,2,BOO00002,daily_snapshot,-5,37,54.0,31.157894736842106,367.78,,,,
2025-11-26,2,BOO00002,daily_snapshot,-5,32,54.0,26.94736842105263,318.08,,,,
2025-11-27,2,BOO00002,daily_snapshot,-7,25,54.0,21.05263157894737,248.5,,,,
2025-11-28,2,BOO00002,daily_snapshot,0,25,54.0,21.05263157894737,248.5,,,,
2025-11-29,2,BOO00002,daily_snapshot,-5,20,54.0,16.842105263157894,198.79999999999998,,,,
2025-11-30,2,BOO00002,daily_snapshot,-2,18,54.0,15.157894736842104,178.92,,,,
2025-12-01,2,BOO00002,daily_snapshot,0,18,54.0,15.157894736842104,178.92,,,,
2025-12-02,2,BOO00002,daily_snapshot,0,18,54.0,15.157894736842104,178.92,,,,
2025-12-03,2,BOO00002,daily_snapshot,-10,8,54.0,6.7368421052631575,79.52,,,,
2025-12-04,2,BOO00002,restock,59,67,,,,Global Supplies Inc,9.94,,
